company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,return_on_assets_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score
DMART,Mar 2018,5.36,9.0,17.26,26.49,14.27,0.09,24.02,2.66,1194.0,464.0,13.0,74.82,0.0,439.0,730.0,35.09,53.69,45.41,96.36
DMART,Mar 2019,4.51,8.16,16.14,25.97,12.87,0.13,35.77,2.86,-151.0,958.0,14.0,89.54,0.0,700.0,807.0,33.68,41.15,36.08,95.04
DMART,Mar 2020,5.23,8.56,11.74,18.65,10.77,0.03,31.71,2.06,-3377.0,4657.0,20.0,170.99,0.0,333.0,1280.0,31.03,43.74,37.97,90.19
DMART,Mar 2021,4.55,7.23,9.02,13.87,8.05,0.03,46.17,1.77,265.0,1110.0,17.0,188.02,0.0,393.0,1375.0,22.98,27.99,23.16,82.89
DMART,Mar 2022,4.82,8.08,10.91,17.47,9.64,0.05,48.44,2.0,83.0,1289.0,23.0,211.08,0.0,647.0,1372.0,21.09,25.51,23.52,87.58
DMART,Mar 2023,5.55,8.49,14.79,21.76,13.13,0.04,56.22,2.37,317.0,2313.0,37.0,248.12,0.0,643.0,2630.0,23.3,24.16,23.27,94.79
DMART,Mar 2024,4.99,8.08,13.56,21.29,11.98,0.03,73.29,2.4,278.0,2468.0,39.0,287.22,0.0,592.0,2746.0,20.48,22.97,22.74,93.56
DMART,TTM,4.75,7.82,,,,,72.08,,,,42.0,,,,,,,,100.0
DRREDDY,Mar 2013,12.9,22.56,23.98,26.55,11.41,0.58,28.15,0.88,-59.0,1437.0,18.0,74.93,17.0,3682.0,1378.0,,,,97.81
DRREDDY,Mar 2014,14.63,24.23,24.96,26.34,12.34,0.57,26.94,0.84,366.0,1604.0,23.0,92.53,16.0,4477.0,1970.0,,,,99.33
DRREDDY,Mar 2015,15.55,23.35,23.71,24.76,12.66,0.44,34.89,0.81,154.0,2370.0,27.0,115.92,15.0,4314.0,2524.0,,,,100.0
DRREDDY,Mar 2016,13.69,23.03,16.95,22.52,10.48,0.27,46.75,0.77,1653.0,1610.0,25.0,147.87,16.0,3352.0,3263.0,,,,95.64
DRREDDY,Mar 2017,9.1,17.41,10.54,14.39,5.97,0.4,33.47,0.66,254.0,1890.0,16.0,147.73,26.0,4918.0,2144.0,,,,78.47
DRREDDY,Mar 2018,6.63,16.46,7.53,13.33,4.24,0.4,31.72,0.64,320.0,1483.0,11.0,151.47,35.0,5071.0,1803.0,3.83,-9.11,-9.38,54.69
DRREDDY,Mar 2019,12.62,20.57,13.9,17.79,8.7,0.27,39.99,0.69,2101.0,769.0,23.0,168.96,17.0,3838.0,2870.0,2.86,-0.13,0.0,64.55
DRREDDY,Mar 2020,11.57,14.14,12.99,13.91,8.72,0.14,32.11,0.75,2489.0,495.0,24.0,187.94,21.0,2210.0,2984.0,3.12,-2.81,-2.33,60.02
DRREDDY,Mar 2021,10.25,20.34,11.07,18.74,7.34,0.17,43.39,0.72,1315.0,2255.0,23.0,212.54,21.0,3031.0,3570.0,4.12,-1.74,-1.65,63.93
DRREDDY,Mar 2022,10.13,17.49,11.36,16.68,7.34,0.18,45.03,0.72,246.0,2565.0,26.0,231.47,23.0,3384.0,2811.0,8.7,11.05,10.2,77.79
DRREDDY,Mar 2023,18.27,26.23,19.35,26.27,13.99,0.06,52.03,0.77,1779.0,4109.0,54.0,280.55,15.0,1347.0,5888.0,11.55,36.62,37.47,95.9
DRREDDY,Mar 2024,19.91,28.32,19.74,26.22,14.38,0.07,51.71,0.72,509.0,4034.0,67.0,340.41,12.0,2002.0,4543.0,12.64,23.39,23.84,95.48
DRREDDY,TTM,17.45,26.61,,,,,33.24,,,,64.0,,,,,,,,100.0
EICHERMOT,Dec 2012,7.43,8.61,27.07,30.93,10.62,0.01,171.5,1.43,-277.0,773.0,12.0,65.0,17.0,23.0,496.0,,,,100.0
EICHERMOT,Dec 2013,7.71,10.5,25.55,33.43,9.84,0.04,101.0,1.28,-74.0,790.0,15.0,76.11,21.0,84.0,716.0,,,,100.0
EICHERMOT,Dec 2014,8.03,12.79,27.9,43.43,10.96,0.02,122.3,1.36,-167.0,1214.0,23.0,93.19,22.0,58.0,1047.0,,,,100.0
EICHERMOT,Mar 2016,21.68,27.38,36.63,45.97,27.09,0.01,1008.0,1.25,462.0,1001.0,49.0,135.3,20.0,23.0,1463.0,,,,100.0
EICHERMOT,Mar 2017,23.7,30.91,31.19,39.84,23.78,0.02,647.5,1.0,-36.0,1744.0,61.0,197.96,16.0,112.0,1708.0,1.94,28.54,38.43,86.94
EICHERMOT,Mar 2018,21.86,31.33,27.88,39.12,20.58,0.02,669.0,0.94,337.0,2145.0,72.0,260.37,15.0,151.0,2482.0,5.65,30.14,36.85,90.65
EICHERMOT,Mar 2019,22.49,29.64,24.7,31.89,19.35,0.02,515.0,0.86,915.0,660.0,81.0,330.3,15.0,187.0,1575.0,2.31,25.7,28.63,84.41
EICHERMOT,Mar 2020,19.96,23.85,18.3,21.34,14.67,0.02,145.0,0.74,186.0,1508.0,67.0,369.67,19.0,249.0,1694.0,,,,96.57
EICHERMOT,Mar 2021,15.45,20.45,11.78,15.3,9.25,0.02,141.56,0.6,66.0,1625.0,49.0,423.63,34.0,219.0,1691.0,7.15,0.13,0.0,64.36
EICHERMOT,Mar 2022,16.28,21.15,13.3,17.13,10.39,0.01,140.74,0.64,544.0,983.0,61.0,466.96,34.0,108.0,1527.0,7.93,0.12,0.0,67.58
EICHERMOT,Mar 2023,20.18,23.86,19.44,22.56,15.18,0.02,155.5,0.75,426.0,2397.0,107.0,555.19,35.0,288.0,2823.0,10.01,8.25,8.25,87.4
EICHERMOT,Mar 2024,24.2,26.18,22.17,23.45,17.31,0.02,114.71,0.72,890.0,2834.0,146.0,668.33,35.0,419.0,3724.0,11.04,12.68,12.51,93.02
EICHERMOT,TTM,24.97,26.17,,,,,117.0,,,,156.0,,,,,,,,100.0
GAIL,Mar 2013,8.57,14.57,15.17,16.41,7.3,0.57,19.03,0.85,-2023.0,8626.0,6.0,227.08,28.0,16472.0,6603.0,,,,87.3
GAIL,Mar 2014,7.75,12.93,14.75,15.66,7.16,0.57,13.8,0.92,149.0,4466.0,7.0,255.96,28.0,18537.0,4615.0,,,,85.06
GAIL,Mar 2015,5.22,9.3,9.29,10.76,4.54,0.54,10.09,0.87,1405.0,2809.0,5.0,268.31,24.0,18291.0,4214.0,,,,71.12
GAIL,Mar 2016,3.6,8.71,5.15,9.98,3.17,0.25,6.41,0.88,3056.0,904.0,3.0,287.09,37.0,9052.0,3960.0,,,,58.77
GAIL,Mar 2017,6.95,12.4,8.58,13.13,5.79,0.17,14.21,0.83,5690.0,334.0,5.0,232.44,56.0,6553.0,6024.0,,,,73.87
GAIL,Mar 2018,8.82,14.32,11.53,17.13,7.83,0.09,29.66,0.89,6109.0,2660.0,7.0,184.83,43.0,3876.0,8769.0,1.35,1.93,3.13,61.94
GAIL,Mar 2019,8.6,13.04,14.24,20.61,9.58,0.05,73.31,1.11,2283.0,5701.0,10.0,204.01,25.0,2224.0,7984.0,4.29,6.49,7.39,75.02
GAIL,Mar 2020,13.12,12.44,19.31,16.06,12.7,0.14,41.48,0.97,46.0,8299.0,14.0,109.24,31.0,6912.0,8345.0,3.67,24.66,22.87,82.84
GAIL,Mar 2021,10.71,12.63,11.55,11.87,7.58,0.15,56.3,0.71,4353.0,4640.0,9.0,119.78,36.0,7873.0,8993.0,1.96,26.8,24.57,70.38
GAIL,Mar 2022,13.26,16.34,19.19,20.68,12.74,0.14,89.53,0.96,3930.0,5490.0,18.0,144.4,36.0,9216.0,9420.0,13.83,29.53,29.2,95.72
GAIL,Mar 2023,3.84,5.15,8.62,9.06,5.19,0.27,28.28,1.35,-4248.0,7453.0,9.0,98.75,59.0,17816.0,3205.0,21.73,3.09,5.15,61.47
GAIL,Mar 2024,7.43,10.74,12.86,14.49,7.94,0.28,23.62,1.07,4360.0,8226.0,15.0,117.11,37.0,21794.0,12586.0,11.83,8.61,8.45,77.79
GAIL,TTM,8.48,12.33,,,,,26.84,,,,18.0,,,,,,,,100.0
GODREJCP,Mar 2013,13.18,15.52,25.51,17.25,10.98,0.74,13.67,0.83,-45.0,865.0,8.0,97.44,22.0,2456.0,820.0,,,,93.36
GODREJCP,Mar 2014,10.78,15.38,21.7,19.01,9.84,0.63,10.26,0.91,622.0,494.0,7.0,111.03,24.0,2373.0,1116.0,,,,97.35
GODREJCP,Mar 2015,11.8,16.67,22.64,19.62,10.7,0.63,12.96,0.91,-209.0,1236.0,9.0,126.79,21.0,2717.0,1027.0,,,,98.22
GODREJCP,Mar 2016,9.86,19.67,19.48,23.15,8.59,0.68,10.9,0.87,225.0,622.0,8.0,125.5,24.0,2891.0,847.0,,,,97.54
GODREJCP,Mar 2017,14.11,20.58,24.67,20.5,10.11,0.75,12.88,0.72,-383.0,2243.0,13.0,155.94,39.0,4001.0,1860.0,,,,97.62
GODREJCP,Mar 2018,16.59,21.16,26.11,21.34,11.79,0.56,13.68,0.71,1387.0,336.0,16.0,92.03,42.0,3508.0,1723.0,8.96,14.1,14.87,92.66
GODREJCP,Mar 2019,22.71,20.67,32.23,20.02,16.62,0.47,10.48,0.73,2003.0,274.0,23.0,71.25,44.0,3382.0,1729.0,6.3,23.38,26.86,88.7
GODREJCP,Mar 2020,15.1,21.73,18.95,18.77,10.06,0.45,9.59,0.67,1036.0,552.0,15.0,77.43,55.0,3575.0,1588.0,3.68,8.93,10.76,79.87
GODREJCP,Mar 2021,15.6,21.75,18.23,21.22,12.08,0.2,17.55,0.77,1738.0,292.0,17.0,92.54,0.0,1864.0,2030.0,5.54,15.67,16.27,88.77
GODREJCP,Mar 2022,14.52,19.62,15.43,18.17,11.09,0.15,20.39,0.76,607.0,844.0,17.0,113.29,0.0,1704.0,1451.0,5.78,6.39,5.51,73.87
GODREJCP,Mar 2023,12.78,18.35,12.34,16.37,9.76,0.08,13.6,0.76,397.0,1754.0,17.0,135.24,0.0,1130.0,2151.0,6.22,0.82,1.22,65.75
GODREJCP,Mar 2024,-3.98,20.98,-4.45,18.69,-3.05,0.26,2.41,0.77,-1365.0,3435.0,-5.0,123.51,,3222.0,2070.0,6.45,,,48.94
GODREJCP,TTM,-3.2,21.17,,,,,2.65,,,,-4.0,,,,,,,,18.33
GRASIM,Mar 2013,13.54,21.23,19.22,20.28,8.56,0.49,20.83,0.63,-1445.0,5687.0,57.0,427.33,8.0,9550.0,4242.0,,,,98.89
GRASIM,Mar 2014,10.43,17.35,13.67,15.7,6.19,0.45,12.28,0.59,1213.0,2336.0,44.0,469.89,9.0,9681.0,3549.0,,,,84.81
GRASIM,Mar 2015,8.14,16.21,11.16,14.67,4.78,0.52,8.51,0.59,2235.0,2359.0,37.0,503.04,9.0,11930.0,4594.0,,,,77.2
GRASIM,Mar 2016,10.02,17.14,12.6,14.8,5.8,0.46,10.07,0.58,1353.0,4515.0,51.0,589.87,9.0,12505.0,5868.0,,,,82.0
GRASIM,Mar 2017,11.77,20.48,13.53,18.19,6.77,0.29,12.06,0.57,3779.0,3509.0,66.0,674.99,8.0,9213.0,7288.0,,,,88.17
GRASIM,Mar 2018,6.6,20.78,6.43,9.33,1.77,1.17,3.28,0.27,-2594.0,1546.0,39.0,875.74,15.0,67070.0,-4140.0,14.9,-0.48,-7.31,38.73
GRASIM,Mar 2019,3.56,21.55,4.73,11.68,1.14,1.46,2.44,0.32,-3871.0,2212.0,25.0,879.09,27.0,84487.0,-1659.0,22.2,-1.46,-10.69,36.61
GRASIM,Mar 2020,9.73,15.2,11.72,7.34,2.72,1.5,2.53,0.28,5256.0,11364.0,65.0,858.08,6.0,84777.0,16620.0,16.55,20.79,11.93,64.09
GRASIM,Mar 2021,9.14,24.39,10.67,12.89,2.61,1.21,3.45,0.29,7929.0,7146.0,63.0,992.33,14.0,79078.0,15075.0,17.24,15.12,4.32,71.55
GRASIM,Mar 2022,11.71,21.35,14.8,13.58,3.88,0.99,4.62,0.33,5985.0,1053.0,111.0,1146.95,9.0,74744.0,7038.0,21.55,21.42,10.96,75.44
GRASIM,Mar 2023,9.42,18.35,14.07,11.88,3.29,1.31,4.19,0.35,-26397.0,13712.0,100.0,1193.06,10.0,103039.0,-12685.0,16.05,24.6,20.72,64.09
GRASIM,Mar 2024,7.58,20.76,11.2,12.04,2.41,1.55,3.02,0.32,-33833.0,23114.0,85.0,1333.13,12.0,137155.0,-10719.0,11.15,29.31,27.73,54.63
GRASIM,TTM,6.34,20.06,,,,,2.66,,,,67.0,,,,,,,,18.44
HAL,Mar 2013,20.92,5.36,,,,,820.6,,,,124.0,,28.0,,,,,,100.0
HAL,Mar 2014,17.79,10.37,,,,,523.5,,,,28.0,,33.0,,,,,,100.0
HAL,Mar 2015,15.18,14.95,,,,,266.2,,,,25.0,,20.0,,,,,,100.0
HAL,Mar 2016,11.92,14.79,1665.0,1795.65,1135.23,0.15,679.33,95.22,,,28.0,120.0,31.0,18.0,,,,,100.0
HAL,Mar 2017,14.57,18.03,1966.92,2397.04,1538.82,0.02,267.5,105.59,2598.0,3021.0,36.0,133.0,31.0,2.0,-423.0,,,,85.71
HAL,Mar 2018,10.73,18.68,1528.46,2601.5,1196.99,0.02,120.6,111.56,-140.0,594.0,30.0,130.0,54.0,3.0,-734.0,5.27,-7.89,-24.71,65.27
HAL,Mar 2019,11.73,22.84,1763.91,3240.43,1340.57,0.06,27.94,114.33,-2402.0,5292.0,35.0,133.0,28.0,8.0,-7694.0,5.74,-2.72,4.56,65.74
HAL,Mar 2020,13.25,22.76,2059.42,3485.71,1642.77,0.01,14.75,123.96,203.0,1334.0,42.0,138.0,39.0,2.0,1537.0,6.39,3.54,10.93,75.33
HAL,Mar 2021,14.16,23.34,2249.31,3560.67,1741.4,0.04,21.35,123.02,13934.0,1190.0,48.0,144.0,31.0,6.0,15124.0,6.43,10.14,11.38,86.57
HAL,Mar 2022,20.66,22.01,3324.18,3284.85,2517.82,0.08,98.55,121.88,-2609.0,12789.0,76.0,153.0,26.0,12.0,10180.0,6.52,14.22,16.12,90.74
HAL,Mar 2023,21.58,24.77,3283.05,2977.23,2144.28,0.27,130.33,99.37,3102.0,5734.0,87.0,177.0,32.0,47.0,8836.0,7.77,23.94,23.73,92.77
HAL,Mar 2024,25.0,32.09,3816.58,3027.64,1687.78,0.62,270.88,67.51,1814.0,6412.0,114.0,199.0,31.0,123.0,8226.0,8.71,26.49,26.64,92.91
HAL,TTM,27.19,31.95,,,,,383.06,,,,127.0,,,,,,,,100.0
HAVELLS,Mar 2013,8.14,9.45,40.29,27.81,13.03,0.68,7.28,1.6,494.0,144.0,9.0,23.26,16.0,982.0,638.0,,,,93.97
HAVELLS,Mar 2014,5.54,9.65,26.77,28.57,8.36,0.63,7.96,1.51,492.0,376.0,7.0,26.87,42.0,1054.0,868.0,,,,95.52
HAVELLS,Mar 2015,4.55,8.92,21.18,33.68,8.04,0.23,8.36,1.77,478.0,485.0,6.0,29.32,49.0,424.0,963.0,,,,97.4
HAVELLS,Mar 2016,17.12,10.48,42.95,25.18,29.63,0.04,19.18,1.73,392.0,121.0,21.0,48.82,29.0,134.0,513.0,,,,91.29
HAVELLS,Mar 2017,8.06,13.3,15.08,23.39,9.56,0.06,65.92,1.19,547.0,220.0,8.0,52.84,44.0,208.0,767.0,,,,92.97
HAVELLS,Mar 2018,8.14,12.73,17.72,26.87,10.0,0.03,45.2,1.23,154.0,946.0,11.0,59.21,4.0,115.0,1100.0,2.61,2.61,4.1,72.94
HAVELLS,Mar 2019,7.82,11.8,18.77,27.7,11.02,0.02,82.06,1.41,686.0,185.0,13.0,66.63,36.0,94.0,501.0,4.58,12.06,13.18,81.81
HAVELLS,Mar 2020,7.79,11.3,17.05,24.34,10.39,0.02,23.02,1.33,279.0,548.0,12.0,68.44,34.0,72.0,827.0,2.2,13.81,14.87,83.06
HAVELLS,Mar 2021,9.98,15.2,20.17,27.89,11.79,0.1,19.73,1.18,-103.0,763.0,17.0,82.17,39.0,521.0,660.0,6.61,-4.29,-4.14,72.91
HAVELLS,Mar 2022,8.58,12.73,19.92,26.82,11.37,0.1,28.87,1.32,969.0,759.0,19.0,95.29,39.0,616.0,1728.0,17.85,19.34,18.89,99.92
HAVELLS,Mar 2023,6.34,9.59,16.18,23.67,9.61,0.03,32.71,1.52,596.0,31.0,17.0,105.17,44.0,223.0,565.0,15.82,10.15,9.1,86.63
HAVELLS,Mar 2024,6.84,10.12,17.07,24.27,10.22,0.04,25.36,1.5,335.0,1618.0,20.0,118.21,44.0,303.0,1953.0,13.04,10.03,9.0,90.14
HAVELLS,TTM,6.77,9.71,,,,,50.39,,,,22.0,,,,,,,,100.0
HCLTECH,Jun 2013,15.79,22.2,30.69,39.98,18.04,0.08,56.72,1.14,2131.0,2361.0,14.0,189.41,21.0,1044.0,4492.0,,,,100.0
HCLTECH,Jun 2014,20.31,25.0,33.39,39.07,21.77,0.05,76.42,1.07,1615.0,4842.0,23.0,279.29,11.0,1018.0,6457.0,,,,99.86
HCLTECH,Jun 2015,20.0,23.12,30.31,34.12,20.83,0.03,105.63,1.04,3451.0,2088.0,26.0,172.41,58.0,648.0,5539.0,,,,96.43
HCLTECH,Mar 2016 9m,17.99,21.37,,,,,101.69,,,,20.0,,40.0,,,,,,100.0
HCLTECH,Mar 2017,18.09,21.84,26.12,30.99,18.81,0.02,128.75,1.04,5105.0,3890.0,30.0,231.22,40.0,582.0,8995.0,,,,100.0
HCLTECH,Mar 2018,17.25,22.24,23.97,30.44,18.17,0.02,180.81,1.05,6092.0,2236.0,31.0,261.77,19.0,557.0,8328.0,14.6,16.64,17.23,99.1
HCLTECH,Mar 2019,16.75,23.05,24.46,30.57,17.34,0.1,85.45,1.04,5715.0,3256.0,37.0,305.28,11.0,4195.0,8971.0,13.46,9.16,9.98,91.52
HCLTECH,Mar 2020,15.64,24.5,21.57,29.22,13.35,0.16,35.46,0.85,1027.0,12332.0,41.0,188.83,25.0,7986.0,13359.0,14.0,8.53,9.54,92.53
HCLTECH,Mar 2021,14.82,26.6,18.64,30.02,12.98,0.11,41.05,0.88,13953.0,5665.0,41.0,220.67,24.0,6864.0,19618.0,19.34,14.8,15.44,98.44
HCLTECH,Mar 2022,15.79,23.97,21.84,30.08,15.21,0.1,67.7,0.96,18497.0,1597.0,50.0,228.04,84.0,6343.0,16900.0,12.48,9.46,10.76,91.94
HCLTECH,Mar 2023,14.63,22.3,22.7,32.23,15.92,0.07,67.95,1.09,14436.0,3573.0,55.0,240.9,88.0,4794.0,18009.0,14.94,11.22,12.15,96.16
HCLTECH,Mar 2024,14.29,22.02,23.01,32.69,15.87,0.08,46.46,1.11,15840.0,6608.0,58.0,251.43,90.0,5758.0,22448.0,12.71,9.19,9.41,91.9
HCLTECH,TTM,14.82,21.8,,,,,41.87,,,,63.0,,,,,,,,100.0
HDFCBANK,Mar 2013,19.25,35.22,18.84,3.39,1.69,9.16,1.77,0.09,-6749.0,902.0,14.0,76.98,19.0,335588.0,-5847.0,,,,32.98
HDFCBANK,Mar 2014,20.6,31.74,19.85,2.93,1.74,9.43,1.63,0.08,3112.0,1099.0,18.0,92.01,19.0,416677.0,4211.0,,,,40.4
HDFCBANK,Mar 2015,21.12,31.9,16.95,2.82,1.76,8.07,1.69,0.08,-22081.0,800.0,21.0,126.06,19.0,509762.0,-21281.0,,,,29.34
HDFCBANK,Mar 2016,20.3,31.75,17.25,2.77,1.68,8.74,1.79,0.08,-35272.0,837.0,25.0,146.85,19.0,649587.0,-34435.0,,,,29.85
HDFCBANK,Mar 2017,20.9,32.56,16.69,2.86,1.72,8.08,1.85,0.08,16136.0,1146.0,30.0,178.94,18.0,741550.0,17282.0,,,,43.56
HDFCBANK,Mar 2018,21.76,34.63,16.94,2.8,1.68,8.62,1.84,0.08,16372.0,842.0,36.0,211.17,18.0,944817.0,17214.0,18.92,21.87,20.79,59.97
HDFCBANK,Mar 2019,21.34,33.15,14.61,2.82,1.74,7.03,1.84,0.08,-64375.0,1503.0,41.0,281.97,18.0,1080235.0,-62872.0,19.83,20.68,17.9,48.36
HDFCBANK,Mar 2020,22.34,37.2,15.48,3.01,1.73,7.56,1.83,0.08,-18272.0,1403.0,50.0,321.82,5.0,1333041.0,-16869.0,19.25,20.59,18.95,49.41
HDFCBANK,Mar 2021,24.78,40.81,15.18,3.05,1.77,7.2,1.92,0.07,40653.0,1823.0,58.0,380.78,11.0,1511418.0,42476.0,15.27,19.97,18.33,59.25
HDFCBANK,Mar 2022,28.07,41.61,15.43,2.78,1.8,7.22,1.78,0.06,-14011.0,2051.0,69.0,445.63,23.0,1784970.0,-11960.0,13.16,20.02,18.13,47.24
HDFCBANK,Mar 2023,27.03,36.92,15.94,2.6,1.82,7.39,1.86,0.07,17822.0,2992.0,82.0,518.71,23.0,2139212.0,20814.0,14.89,19.98,17.9,53.89
HDFCBANK,Mar 2024,23.07,61.41,14.34,4.89,1.62,6.81,1.4,0.07,35669.0,16600.0,84.0,600.52,23.0,3107503.0,19069.0,21.95,23.87,15.42,52.57
HDFCBANK,TTM,21.93,62.61,,,,,1.41,,,,91.0,,,,,,,,4.56
HDFCLIFE,Mar 2013,3.18,96.27,33.43,1012.34,1.07,0.0,483.54,0.34,,,2.0,6.7,0.0,0.0,,,,,100.0
HDFCLIFE,Mar 2014,4.22,96.48,37.6,858.97,1.39,0.0,68.73,0.33,,,4.0,9.66,14.0,0.0,,,,,100.0
HDFCLIFE,Mar 2015,2.89,96.79,30.93,1036.64,1.13,0.0,333.47,0.39,945.0,3514.0,4.0,12.74,18.0,0.0,4459.0,,,,100.0
HDFCLIFE,Mar 2016,4.5,94.74,26.33,553.88,1.07,0.0,159.19,0.24,1725.0,3962.0,4.0,15.55,22.0,0.0,5687.0,,,,100.0
HDFCLIFE,Mar 2017,2.89,96.83,23.18,775.59,0.93,0.0,213.5,0.32,1053.0,5177.0,4.0,19.15,25.0,0.0,6230.0,,,,100.0
HDFCLIFE,Mar 2018,3.43,96.67,23.53,662.83,1.0,0.0,110.6,0.29,2318.0,4421.0,6.0,23.38,25.0,0.0,6739.0,18.07,19.89,24.57,100.0
HDFCLIFE,Mar 2019,3.29,96.87,22.65,667.14,0.98,0.0,276.79,0.3,-314.0,10182.0,6.0,27.97,26.0,0.0,9868.0,17.75,12.01,8.45,97.01
HDFCLIFE,Mar 2020,4.41,96.12,19.05,414.85,0.98,0.0,76.54,0.22,-401.0,7789.0,6.0,33.71,0.0,0.0,7388.0,1.54,10.54,8.45,81.13
HDFCLIFE,Mar 2021,1.9,98.27,15.75,760.76,0.76,0.07,157.97,0.4,751.0,8952.0,7.0,42.75,30.0,600.0,9703.0,31.57,10.75,11.84,91.5
HDFCLIFE,Mar 2022,1.98,98.84,8.5,409.2,0.58,0.04,86.62,0.29,5142.0,801.0,6.0,73.89,27.0,600.0,5943.0,16.98,8.39,8.45,81.89
HDFCLIFE,Mar 2023,1.95,99.89,10.53,502.95,0.55,0.07,48.8,0.28,-3188.0,10071.0,6.0,60.46,30.0,950.0,6883.0,16.83,4.32,0.0,79.85
HDFCLIFE,Mar 2024,1.55,99.48,10.73,646.46,0.52,0.06,192.29,0.34,-2893.0,13614.0,7.0,68.18,27.0,950.0,10721.0,21.17,4.25,3.13,79.98
HDFCLIFE,TTM,1.73,99.28,,,,,194.65,,,,8.0,,,,,,,,100.0
HEROMOTOCO,Mar 2014,8.32,85.94,37.38,367.73,20.77,0.05,50.55,2.5,1347.0,1616.0,105.0,281.15,62.0,284.0,2963.0,,,,100.0
HEROMOTOCO,Mar 2015,8.58,87.22,36.15,361.72,22.19,0.02,73.94,2.58,2217.0,31.0,118.0,327.0,51.0,100.0,2186.0,,,,98.86
HEROMOTOCO,Mar 2016,10.94,84.45,35.23,265.09,24.13,0.03,57.12,2.21,1422.0,2300.0,157.0,441.7,46.0,232.0,3722.0,,,,100.0
HEROMOTOCO,Mar 2017,12.39,83.97,34.37,227.14,23.16,0.03,28.97,1.87,2035.0,1972.0,179.0,515.8,47.0,261.0,4007.0,,,,100.0
HEROMOTOCO,Mar 2018,11.47,83.57,31.09,222.33,21.39,0.02,48.12,1.87,2159.0,1858.0,186.0,598.6,51.0,228.0,4017.0,,,,100.0
HEROMOTOCO,Mar 2019,10.2,85.21,26.42,215.5,18.73,0.02,39.08,1.84,2330.0,1298.0,172.0,656.0,50.0,312.0,1032.0,6.09,10.52,10.37,79.61
HEROMOTOCO,Mar 2020,12.51,86.09,25.4,169.49,18.6,0.03,17.57,1.49,2699.0,2819.0,182.0,720.3,49.0,453.0,5518.0,1.22,9.13,9.05,80.35
HEROMOTOCO,Mar 2021,9.48,86.9,19.05,168.14,12.71,0.04,48.67,1.34,1821.0,2289.0,146.0,770.8,72.0,584.0,4110.0,1.7,-1.16,-1.44,70.75
HEROMOTOCO,Mar 2022,7.88,88.98,14.7,159.83,10.36,0.04,48.27,1.31,1882.0,222.0,116.0,792.35,82.0,605.0,2104.0,0.65,-8.06,-8.31,64.35
HEROMOTOCO,Mar 2023,8.2,88.0,16.81,174.52,11.71,0.03,53.04,1.43,2193.0,421.0,141.0,832.8,71.0,568.0,2614.0,1.03,-5.53,-5.39,67.14
HEROMOTOCO,Mar 2024,9.9,86.15,21.14,177.84,14.31,0.03,47.27,1.44,3095.0,1828.0,187.0,884.95,75.0,606.0,4923.0,2.15,1.54,1.69,73.69
HEROMOTOCO,TTM,10.31,86.13,,,,,37.19,,,,207.0,,,,,,,,100.0
HINDALCO,Mar 2013,3.75,90.4,8.51,78.56,2.49,1.61,65.26,0.67,-10824.0,13801.0,16.0,184.97,6.0,56951.0,2977.0,,,,72.87
HINDALCO,Mar 2014,2.5,90.85,5.41,75.62,1.59,1.59,117.7,0.64,-139.0,8095.0,11.0,197.11,9.0,64756.0,7956.0,,,,68.78
HINDALCO,Mar 2015,0.25,91.52,0.68,89.36,0.18,1.79,,0.74,3270.0,3873.0,4.0,185.16,24.0,68468.0,7143.0,,,,53.47
HINDALCO,Mar 2016,-0.71,92.12,-1.73,84.12,-0.5,1.66,60.66,0.7,8468.0,3220.0,-1.0,196.18,-82.0,67552.0,11688.0,,,,53.78
HINDALCO,Mar 2017,1.88,87.71,4.09,79.97,1.29,1.39,73.35,0.69,9811.0,2876.0,8.0,206.54,13.0,63817.0,12687.0,,,,68.8
HINDALCO,Mar 2018,5.28,88.11,11.09,94.91,4.14,0.95,35.26,0.78,16231.0,5333.0,27.0,245.97,4.0,52074.0,10898.0,7.51,15.13,11.03,80.6
HINDALCO,Mar 2019,4.21,88.12,9.56,104.65,3.62,0.91,102.08,0.86,6521.0,5456.0,24.0,259.01,5.0,52415.0,11977.0,8.28,20.15,16.89,80.11
HINDALCO,Mar 2020,3.19,87.89,6.46,81.95,2.23,1.17,114.62,0.7,5518.0,7227.0,17.0,262.69,6.0,68399.0,12745.0,2.53,70.82,33.56,69.52
HINDALCO,Mar 2021,2.64,86.7,5.23,85.58,1.84,1.01,,0.7,-8048.0,25280.0,16.0,299.7,19.0,67206.0,17232.0,5.98,,,63.75
HINDALCO,Mar 2022,7.04,85.47,17.56,116.85,6.19,0.82,133.06,0.88,10065.0,6773.0,61.0,352.21,6.0,64486.0,16838.0,14.25,48.8,50.12,94.68
HINDALCO,Mar 2023,4.52,89.85,10.65,129.3,4.52,0.64,153.44,1.0,11649.0,7559.0,45.0,427.05,7.0,60291.0,19208.0,14.15,10.67,10.76,84.54
